"Name","test_acc","test_acc_std","weight_decay","sheaf_decay","num_nodes","num_feats","num_classes","node_degree","het","model","State","Notes","User","Tags","Created","Runtime","Sweep","add_hp","add_lp","adjoint","adjoint_method","adjoint_step_size","chebyshev_layers_K","command","cuda","d","dataset","deg_normalised","device","dim_list","dropout","dual_diag","dual_diff_strength","dual_left_linear","dual_linear","dual_normalised","dual_right_linear","early_stopping","earlystopxT","edge_noise","edge_weights","ellipsoid_radius","ellipsoids","entity","epochs","evectors","feat_noise","folds","graph_size","hidden_channels","input_dim","input_dropout","just_add_noise","layers","learn_first_maps","left_weights","linear","lr","max_iters","max_nfe","max_t","max_test_steps","method","min_acc","new_synth_data","new_synth_edges","no_early","node_edge_sims_time_dependent","normalised","num_of_convolutions","orth","output_dim","parameters.cuda","parameters.dataset","parameters.early_stopping","parameters.edge_noise","parameters.ellipsoids","parameters.epochs","parameters.feat_noise","parameters.feat_noises","parameters.het_coef","parameters.het_coefs","parameters.lr","parameters.models","parameters.node_degree","parameters.num_classes","parameters.num_classess","parameters.num_feats","parameters.num_nodes","parameters.num_nodess","parameters.seed","parameters.sheaf_decay","parameters.weight_decay","program","project","right_weights","rotation_invariant_sheaf_learner","second_linear","seed","sha","sheaf_act","sheaf_init","sparse_learner","step_size","stop_strategy","tol_scale","tol_scale_adjoint","use_act","use_embedding","use_epsilons","zero_laplacian","best_epoch","best_test_acc","best_val_acc","fold0_tmp_test_acc","fold0_tmp_test_loss","fold0_train_acc","fold0_train_loss","fold0_val_acc","fold0_val_loss","val_acc"
"summer-sweep-27","96.75","3.172144385112379","0.0005","0.0005","800","15","4","4","0","BundleSheafChebyshev","finished","-","","","2025-09-30T21:34:16.000Z","102","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","333","0.95","0.925","0.975","0.07134054601192474","1","0.0004414004506543278","1","0.02653396688401699","97.25"
"fallen-sweep-11","95.5","3.6742346141747664","0.0005","0.0005","800","15","4","4","0","DiagSheafChebyshev","finished","-","","","2025-09-30T21:00:55.000Z","135","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","1499","0.975","1","0.975","0.16841866075992584","1","0.0002928855537902564","0.975","0.05168572813272476","95.5"
"upbeat-sweep-43","95","4.743416490252569","0.0005","0.0005","800","15","4","4","0","GeneralSheafChebyshev","finished","-","","","2025-09-30T21:59:59.000Z","93","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","33","0.9","0.975","0.925","0.4491685926914215","1","0.0004605896538123488","0.85","0.5761632323265076","97.25"
"fast-sweep-75","96.75","3.172144385112379","0.0005","0.0005","800","15","4","4","0.25","BundleSheafChebyshev","finished","-","","","2025-09-30T22:49:18.000Z","85","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","333","0.95","0.925","0.975","0.07134054601192474","1","0.0004414014401845634","1","0.026533981785178185","97.25"
"astral-sweep-59","95.5","3.6742346141747664","0.0005","0.0005","800","15","4","4","0.25","DiagSheafChebyshev","finished","-","","","2025-09-30T22:24:17.000Z","84","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","1499","0.975","1","0.975","0.1684184372425079","1","0.0002928865433204919","0.975","0.05168576166033745","95.5"
"cosmic-sweep-91","95","4.743416490252569","0.0005","0.0005","800","15","4","4","0.25","GeneralSheafChebyshev","finished","-","","","2025-09-30T23:13:11.000Z","95","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","33","0.9","0.975","0.9","0.5441693067550659","1","0.00037343893200159073","0.825","0.554741382598877","97.25"
"visionary-sweep-123","96.75","3.172144385112379","0.0005","0.0005","800","15","4","4","0.5","BundleSheafChebyshev","finished","-","","","2025-10-01T00:02:46.000Z","92","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","333","0.95","0.925","0.975","0.07134052366018295","1","0.0004414004506543278","1","0.02653389796614647","97.25"
"scarlet-sweep-107","95.5","3.6742346141747664","0.0005","0.0005","800","15","4","4","0.5","DiagSheafChebyshev","finished","-","","","2025-09-30T23:37:21.000Z","93","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","1499","0.975","1","0.975","0.1684187352657318","1","0.00029288456426002085","0.975","0.051685631275177","95.5"
"legendary-sweep-139","95","4.743416490252569","0.0005","0.0005","800","15","4","4","0.5","GeneralSheafChebyshev","finished","-","","","2025-10-01T00:26:08.000Z","84","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","33","0.9","0.975","0.9","0.31652021408081055","1","0.0004629862669389695","0.825","0.731041431427002","97.25"
"azure-sweep-171","96.75","3.172144385112379","0.0005","0.0005","800","15","4","4","0.75","BundleSheafChebyshev","finished","-","","","2025-10-01T01:15:58.000Z","98","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","333","0.95","0.925","0.975","0.07134048640727997","1","0.0004414004506543278","1","0.026533961296081543","97.25"
"effortless-sweep-155","95.5","3.6742346141747664","0.0005","0.0005","800","15","4","4","0.75","DiagSheafChebyshev","finished","-","","","2025-10-01T00:50:52.000Z","67","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","1499","0.975","1","0.975","0.16841939091682434","1","0.0002928855537902564","0.975","0.05168529227375984","95.5"
"avid-sweep-187","95","4.743416490252569","0.0005","0.0005","800","15","4","4","0.75","GeneralSheafChebyshev","finished","-","","","2025-10-01T01:40:54.000Z","82","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","33","0.9","0.975","0.875","0.4912666380405426","1","0.000471564126200974","0.8","0.6081441640853882","97.25"
"giddy-sweep-219","96.75","3.172144385112379","0.0005","0.0005","800","15","4","4","1","BundleSheafChebyshev","finished","-","","","2025-10-01T02:29:42.000Z","89","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","333","0.95","0.925","0.975","0.07134046405553818","1","0.0004414004506543278","1","0.026533927768468857","97.25"
"vague-sweep-203","95.5","3.6742346141747664","0.0005","0.0005","800","15","4","4","1","DiagSheafChebyshev","finished","-","","","2025-10-01T02:04:53.000Z","94","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","1499","0.975","1","0.975","0.16841945052146912","1","0.0002928855537902564","0.975","0.0516851469874382","95.5"
"prime-sweep-235","95","4.743416490252569","0.0005","0.0005","800","15","4","4","1","GeneralSheafChebyshev","finished","-","","","2025-10-01T02:53:14.000Z","82","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","33","0.9","0.975","0.875","0.416315495967865","1","0.0004263689043000341","0.825","0.9661182165145874","97.25"
"blooming-sweep-32","96.75","3.172144385112379","0.0005","0.0005","1000","15","5","4","0","BundleSheafChebyshev","finished","-","","","2025-09-30T21:43:10.000Z","89","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","333","0.95","0.925","0.975","0.07134053111076355","1","0.0004414014401845634","1","0.026533961296081543","97.25"
"scarlet-sweep-16","95.5","3.6742346141747664","0.0005","0.0005","1000","15","5","4","0","DiagSheafChebyshev","finished","-","","","2025-09-30T21:12:33.000Z","137","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","1499","0.975","1","0.975","0.16841813921928406","1","0.00029288456426002085","0.975","0.05168572813272476","95.5"
"sandy-sweep-48","95","4.743416490252569","0.0005","0.0005","1000","15","5","4","0","GeneralSheafChebyshev","finished","-","","","2025-09-30T22:07:29.000Z","80","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","33","0.9","0.975","0.9","0.44336241483688354","1","0.0004574618069455027","0.9","0.4794934689998626","97.25"
"summer-sweep-80","96.75","3.172144385112379","0.0005","0.0005","1000","15","5","4","0.25","BundleSheafChebyshev","finished","-","","","2025-09-30T22:56:58.000Z","93","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","333","0.95","0.925","0.975","0.07134050875902176","1","0.0004414014401845634","1","0.026533951982855797","97.25"
"olive-sweep-64","95.5","3.6742346141747664","0.0005","0.0005","1000","15","5","4","0.25","DiagSheafChebyshev","finished","-","","","2025-09-30T22:31:58.000Z","91","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","1499","0.975","1","0.975","0.16841918230056763","1","0.0002928835747297853","0.975","0.05168527364730835","95.5"
"splendid-sweep-96","95","4.743416490252569","0.0005","0.0005","1000","15","5","4","0.25","GeneralSheafChebyshev","finished","-","","","2025-09-30T23:20:31.000Z","85","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","33","0.9","0.975","0.9","0.5936665534973145","1","0.0003972949052695185","0.825","0.6194087266921997","97.25"
"apricot-sweep-128","96.75","3.172144385112379","0.0005","0.0005","1000","15","5","4","0.5","BundleSheafChebyshev","finished","-","","","2025-10-01T00:10:47.000Z","86","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","333","0.95","0.925","0.975","0.07134050130844116","1","0.0004414004506543278","1","0.02653391659259796","97.25"
"serene-sweep-112","95.5","3.6742346141747664","0.0005","0.0005","1000","15","5","4","0.5","DiagSheafChebyshev","finished","-","","","2025-09-30T23:45:37.000Z","69","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","1499","0.975","1","0.975","0.16841945052146912","1","0.0002928855537902564","0.975","0.05168541520833969","95.5"
"icy-sweep-144","95","4.743416490252569","0.0005","0.0005","1000","15","5","4","0.5","GeneralSheafChebyshev","finished","-","","","2025-10-01T00:33:48.000Z","90","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","33","0.9","0.975","0.875","0.5025690197944641","1","0.0003767923335544765","0.875","0.48839130997657776","97.25"
"bright-sweep-176","96.75","3.172144385112379","0.0005","0.0005","1000","15","5","4","0.75","BundleSheafChebyshev","finished","-","","","2025-10-01T01:23:44.000Z","94","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","333","0.95","0.925","0.975","0.0713404044508934","1","0.0004414004506543278","1","0.0265339408069849","97.25"
"polar-sweep-160","95.5","3.6742346141747664","0.0005","0.0005","1000","15","5","4","0.75","DiagSheafChebyshev","finished","-","","","2025-10-01T00:58:37.000Z","86","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","1499","0.975","1","0.975","0.1684187352657318","1","0.0002928855537902564","0.975","0.05168557167053223","95.5"
"fresh-sweep-192","95","4.743416490252569","0.0005","0.0005","1000","15","5","4","0.75","GeneralSheafChebyshev","finished","-","","","2025-10-01T01:48:04.000Z","77","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","33","0.9","0.975","0.9","0.2199789732694626","1","0.000928238092456013","0.875","0.5043704509735107","97.25"
"fluent-sweep-224","96.75","3.172144385112379","0.0005","0.0005","1000","15","5","4","1","BundleSheafChebyshev","finished","-","","","2025-10-01T02:37:27.000Z","90","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","333","0.95","0.925","0.975","0.07134051620960236","1","0.0004414004506543278","1","0.026533901691436768","97.25"
"iconic-sweep-208","95.5","3.6742346141747664","0.0005","0.0005","1000","15","5","4","1","DiagSheafChebyshev","finished","-","","","2025-10-01T02:12:43.000Z","74","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","1499","0.975","1","0.975","0.16841882467269895","1","0.0002928855537902564","0.975","0.051685482263565063","95.5"
"divine-sweep-240","95","4.743416490252569","0.0005","0.0005","1000","15","5","4","1","GeneralSheafChebyshev","finished","-","","","2025-10-01T03:00:23.000Z","78","qxo5ph0f","false","false","false","adaptive_heun","1","3","","1","2","synthetic_exp","false","cuda:1","[]","0","false","1","false","true","true","false","200","3","0","true","1","false","","1500","0","0","10","200","20","10","0","false","2","false","true","false","0.01","100","1000","1","100","","0","false","false","false","false","true","1","householder","2","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","43","7735f86c5f103e2db31b70210b94f07297018a51","tanh","true","false","1","loss","1","1","true","true","true","false","33","0.9","0.975","0.875","0.31304270029067993","1","0.0005644252523779869","0.875","0.4004431366920471","97.25"
