data,num_feats,feat_noise,edge-noise,num_nodes,degree,num_edges,num_classes,het,model,results,test_acc,std,Val acc
raw30_Diff,3,0.6,0,400,2,400,2,1,JointSheaf Params,Test acc: 85.5000 +/- 4.1533 | Val acc: 85.7500,85.5000, 4.1533,85.7500
raw40_Diff,3,0.8,0,400,2,400,2,1,MLP,Test acc: 56.2500 +/- 7.6240 | Val acc: 55.8750,56.2500, 7.6240,55.8750
raw40_Diff,3,0.8,0,400,2,400,2,1,VanillaSheaf,Test acc: 47.8750 +/- 6.0221 | Val acc: 48.1250,47.8750, 6.0221,48.1250
raw40_Diff,3,0.8,0,400,2,400,2,1,DiagSheaf,Test acc: 61.2500 +/- 8.7500 | Val acc: 63.7500,61.2500, 8.7500,63.7500
raw40_Diff,3,0.8,0,400,2,400,2,1,JointSheaf NoInit,Test acc: 52.7500 +/- 7.8819 | Val acc: 57.8750,52.7500, 7.8819,57.8750
raw40_Diff,3,0.8,0,400,2,400,2,1,JointSheaf Init,Test acc: 72.8750 +/- 7.1600 | Val acc: 70.3750,72.8750, 7.1600,70.3750
raw40_Diff,3,0.8,0,400,2,400,2,1,JointSheaf Params,Test acc: 70.1250 +/- 10.1157 | Val acc: 69.1250,70.1250, 10.115,69.1250
raw50_Diff,3,1,0,400,2,400,2,1,MLP,Test acc: 55.2500 +/- 7.0445 | Val acc: 58.6250,55.2500, 7.0445,58.6250
raw50_Diff,3,1,0,400,2,400,2,1,VanillaSheaf,Test acc: 44.1250 +/- 5.0327 | Val acc: 51.0000,44.1250, 5.0327,51.0000
raw50_Diff,3,1,0,400,2,400,2,1,DiagSheaf,Test acc: 60.0000 +/- 7.0711 | Val acc: 65.5000,60.0000, 7.0711,65.5000
raw50_Diff,3,1,0,400,2,400,2,1,JointSheaf NoInit,Test acc: 56.5000 +/- 6.4177 | Val acc: 59.6250,56.5000, 6.4177,59.6250
raw50_Diff,3,1,0,400,2,400,2,1,JointSheaf Init,Test acc: 59.1250 +/- 5.9961 | Val acc: 63.7500,59.1250, 5.9961,63.7500
raw50_Diff,3,1,0,400,2,400,2,1,JointSheaf Params,Test acc: 66.2500 +/- 2.6810 | Val acc: 67.6250,66.2500, 2.6810,67.6250
